Category,name,subtitle,price,discount_price
Refresco de cola,Refresco Coca-Cola Zero Zero,Lata 330 ml,"0,92 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,"4,00 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,Botella 2 L,"2,10 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar,Botella 2 L,"0,75 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar,6 latas x 330 ml,"1,98 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar,Lata 330 ml,"0,33 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,"0,75 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,"1,98 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,"0,33 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,12 latas x 330 ml,"10,80 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,Lata 330 ml,"0,92 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,2 botellas x 2 L,"4,00 €",
Refresco de cola,Refresco Coca-Cola Zero Zero,Botella 2 L,"2,10 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella 2 L,"0,75 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml,"1,98 €",
Refresco de cola,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata 330 ml,"0,33 €",
Refresco de naranja y de limón,Refresco Fanta limón,Botella 2 L,"1,79 €",
Refresco de naranja y de limón,Refresco Fanta limón,9 latas x 330 ml,"6,93 €",
Refresco de naranja y de limón,Refresco Fanta limón,Lata 330 ml,"0,80 €",
Refresco de naranja y de limón,Refresco Fanta limón zero azúcares añadidos,8 latas x 330 ml,"6,16 €",
Refresco de naranja y de limón,Refresco Fanta limón zero azúcares añadidos,Lata 330 ml,"0,80 €",
Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,6 latas x 330 ml,"2,10 €",
Refresco de naranja y de limón,Refresco de limón Hacendado fresh gas,Lata 330 ml,"0,35 €",
Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,6 latas x 330 ml,"2,10 €",
Refresco de naranja y de limón,Refresco de limón Hacendado zero azúcar fresh gas,Lata 330 ml,"0,35 €",
Refresco de naranja y de limón,Refresco limón Schweppes original,8 latas x 330 ml,"5,12 €",
Refresco de naranja y de limón,Refresco limón Schweppes original,Lata 330 ml,"0,95 €",
Refresco de naranja y de limón,Bebida zumo de frutas con gas Magic sin alcohol,Botella 750 ml,"2,20 €",
Refresco de naranja y de limón,Refresco lima limón Sprite,Botella 2 L,"1,25 €","1,25 €"
Refresco de naranja y de limón,Refresco lima limón Sprite,8 latas x 330 ml,"4,88 €",
Refresco de naranja y de limón,Refresco lima limón Sprite,Lata 330 ml,"0,65 €",
Refresco de naranja y de limón,Refresco lima limón 7 Up,Botella 2 L,"1,59 €",
Refresco de naranja y de limón,Refresco lima limón 7 Up Zero azúcar,9 latas x 330 ml,"4,95 €",
Refresco de naranja y de limón,Refresco lima limón 7 Up,Lata 330 ml,"0,59 €",
Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,6 latas x 330 ml,"2,10 €",
Refresco de naranja y de limón,Refresco lima limón Hacendado fresh gas,Lata 330 ml,"0,35 €",
Refresco de naranja y de limón,Refresco lima limón Hacendado zero azúcar fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco Fanta naranja,2 botellas x 2 L,"3,50 €",
Refresco de naranja y de limón,Refresco Fanta naranja,Botella 2 L,"1,79 €",
Refresco de naranja y de limón,Refresco Fanta naranja,9 latas x 330 ml,"6,93 €",
Refresco de naranja y de limón,Refresco Fanta naranja,Lata 330 ml,"0,80 €",
Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos,Botella 2 L,"1,79 €",
Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos,8 latas x 330 ml,"6,16 €",
Refresco de naranja y de limón,Refresco Fanta naranja zero azúcares añadidos,Lata 330 ml,"0,80 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,6 latas x 330 ml,"2,10 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado fresh gas,Lata 330 ml,"0,35 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,Botella 2 L,"0,92 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,6 latas x 330 ml,"2,10 €",
Refresco de naranja y de limón,Refresco de naranja Hacendado zero fresh gas,Lata 330 ml,"0,35 €",
Tónica y bitter,Tónica original Schweppes,8 latas x 330 ml,"7,52 €",
Tónica y bitter,Tónica original Schweppes,Lata 330 ml,"0,95 €",
Tónica y bitter,Tónica original Schweppes,Botella 1 L,"1,90 €",
Tónica y bitter,Tónica original Schweppes,6 botellines x 200 ml,"5,28 €","5,28 €"
Tónica y bitter,Tónica original Schweppes,Botellín 200 ml,"0,99 €","0,99 €"
Tónica y bitter,Tónica Hacendado,6 latas x 330 ml,"2,22 €",
Tónica y bitter,Tónica Hacendado,Lata 330 ml,"0,37 €",
Tónica y bitter,Tónica zero calorías Schweppes,8 latas x 330 ml,"7,84 €",
Tónica y bitter,Tónica zero calorías Schweppes,Lata 330 ml,"0,99 €",
Tónica y bitter,Tónica Nordic Mist,8 latas x 250 ml,"4,40 €",
Tónica y bitter,Tónica Nordic Mist,Lata 250 ml,"0,65 €",
Tónica y bitter,Tónica pink zero Schweppes,8 latas x 330 ml,"7,84 €",
Tónica y bitter,Tónica pink zero Schweppes,Lata 330 ml,"0,99 €",
Tónica y bitter,Bitter Kas sin alcohol,Lata 330 ml,"0,99 €",
Refresco de té y sin gas,Refresco té verde Hacendado,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor limón Hacendado,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor melocotón Hacendado zero,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor melocotón Hacendado,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor limón Hacendado para diluir,Caja 12 sobres (36 g),"1,50 €",
Refresco de té y sin gas,Refresco té sabor melocotón Hacendado para diluir,Caja 12 sobres (36 g),"1,50 €",
Refresco de té y sin gas,Refresco té sabor mango Hacendado zero,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor limón Hacendado,6 latas x 330 ml,"3,00 €",
Refresco de té y sin gas,Refresco té sabor limón Hacendado,Lata 330 ml,"0,50 €",
Refresco de té y sin gas,Refresco té sabor limón Hacendado zero,"Botella 1,5 L","1,00 €",
Refresco de té y sin gas,Refresco té sabor limón Fuze Tea,"Botella 1,5 L","1,99 €",
Refresco de té y sin gas,Refresco té sabor limón Fuze Tea,8 latas x 330 ml,"7,12 €",
Refresco de té y sin gas,Refresco té sabor limón Fuze Tea,Lata 330 ml,"0,99 €",
Refresco de té y sin gas,Limonada Don Simón light sin gas,Botella 2 L,"1,50 €",
Refresco de té y sin gas,Refresco de naranja Simon Life sin gas,"Botella 1,5 L","1,85 €",
Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas,Botella 2 L,"1,40 €",
Refresco de té y sin gas,Refresco de naranja Gold Spring sin gas,4 botellas x 330 ml,"1,50 €",
Refresco de té y sin gas,Refresco fusión de frutas Gold Spring cero sin gas,Botella 2 L,"1,40 €",
Refresco de té y sin gas,Bebida Florida Sunny Delight,"Botella 1,25 L","1,50 €",
Refresco de té y sin gas,Refresco piña-coco Gold Spring cero sin gas,Botella 2 L,"1,40 €",
Refresco de té y sin gas,Refresco Tropical Hacendado sin gas,"Botella 1,5 L","1,10 €",
Refresco de té y sin gas,Limonada Hacendado light sin gas,4 botellas x 330 ml,"1,50 €",
Isotónico y energético,Bebida isotónica limón Aquarius,"Botella 1,5 L","1,99 €",
Isotónico y energético,Bebida isotónica limón Aquarius,8 latas x 330 ml,"6,24 €","6,24 €"
Isotónico y energético,Bebida isotónica limón Aquarius,Lata 330 ml,"0,80 €","0,80 €"
Isotónico y energético,Bebida isotónica sabor cítrico Iso drink,"Botella 1,5 L","1,00 €",
Isotónico y energético,Bebida isotónica sabor cítrico Iso drink,6 latas x 330 ml,"2,70 €",
Isotónico y energético,Bebida isotónica sabor cítrico Iso drink,Lata 330 ml,"0,45 €",
Isotónico y energético,Bebida isotónica naranja Aquarius,"Botella 1,5 L","1,99 €",
Isotónico y energético,Bebida isotónica naranja Aquarius,8 latas x 330 ml,"6,24 €","6,24 €"
Isotónico y energético,Bebida isotónica naranja Aquarius,Lata 330 ml,"0,89 €",
Isotónico y energético,Bebida isotónica limón Aquarius zero azúcar,"Botella 1,5 L","1,99 €",
Isotónico y energético,Bebida isotónica de naranja Iso drink,"Botella 1,5 L","1,00 €",
Isotónico y energético,Bebida isotónica de naranja Iso drink,6 latas x 330 ml,"2,70 €",
Isotónico y energético,Bebida isotónica de naranja Iso drink,Lata 330 ml,"0,45 €",
Isotónico y energético,Bebida isotónica Iso On blue Hacendado,"Botella 1,5 L","1,55 €",
Isotónico y energético,Bebida isotónica Iso On blue Hacendado,Botella 500 ml,"0,70 €",
Isotónico y energético,Bebida isotónica sabor cítrico Iso drink zero,"Botella 1,5 L","1,00 €",
Isotónico y energético,Bebida energética Energy Drink Zero Hacendado,6 latas x 250 ml,"2,40 €",
Isotónico y energético,Bebida energética Zero Hacendado,Lata 250 ml,"0,40 €",
Isotónico y energético,Bebida energética Energy Ultra zero Monster,4 latas x 500 ml,"6,68 €",
Isotónico y energético,Bebida energética Energy Ultra zero Monster,Lata 500 ml,"1,79 €",
Isotónico y energético,Bebida energética energy Monster,4 latas x 500 ml,"6,68 €",
Isotónico y energético,Bebida energética Energy Monster,Lata 500 ml,"1,79 €",
Isotónico y energético,Bebida energética Energy Drink Hacendado,"Botella 1,5 L","1,60 €",
Isotónico y energético,Bebida energética Energy Drink Hacendado,6 latas x 250 ml,"2,40 €",
Isotónico y energético,Bebida energética Energy Drink Hacendado,Lata 250 ml,"0,40 €",
Isotónico y energético,Bebida energética Red Bull,6 latas x 250 ml,"7,50 €",
Isotónico y energético,Bebida energética Red Bull,Lata 250 ml,"1,59 €",
Isotónico y energético,Bebida energética original Burn,4 latas x 500 ml,"3,80 €","3,80 €"
Isotónico y energético,Bebida energética original Burn,Lata 500 ml,"1,00 €","1,00 €"
Isotónico y energético,Gel energético con cafeína Enervit Sport sabor cítricos,3 ud. x 32 g,"3,60 €",
Isotónico y energético,Bebida energética Mango Loco Monster,4 latas x 500 ml,"6,68 €",
Isotónico y energético,Bebida energética Mango Loco Monster,Lata 500 ml,"1,79 €",
Isotónico y energético,Bebida energética Furious Energy drink,Lata 500 ml,"1,00 €",
Isotónico y energético,Bebida energética Tropic Energy drink,Lata 500 ml,"1,00 €",
Isotónico y energético,Malta Maltín Polar,6 botellines x 250 ml,"7,00 €",
Isotónico y energético,Malta Maltín Polar,Botellín 250 ml,"1,25 €",
Isotónico y energético,Bebida energética zero Watermelon Energy drink,Lata 500 ml,"1,00 €",
Isotónico y energético,Bebida energética Zero Furious Energy drink,Lata 500 ml,"1,00 €",
Cerveza,Cerveza Clásica Steinburg,12 latas x 330 ml,"3,72 €",
Cerveza,Cerveza Clásica Steinburg,Lata 330 ml,"0,31 €",
Cerveza,Cerveza Heineken,8 latas x 330 ml,"5,52 €","5,52 €"
Cerveza,Cerveza Heineken,Lata 330 ml,"0,86 €",
Cerveza,Cerveza especial Mahou,10 latas x 330 ml,"8,30 €",
Cerveza,Cerveza especial Mahou,Lata 330 ml,"0,85 €",
Cerveza,Cerveza clásica Mahou,12 latas x 330 ml,"6,36 €","6,36 €"
Cerveza,Cerveza clásica Mahou,Lata 330 ml,"0,77 €",
Cerveza,Cerveza doble malta Voll-Damm,6 latas x 330 ml,"4,74 €","4,74 €"
Cerveza,Cerveza doble malta Voll-Damm,Lata 330 ml,"0,99 €",
Cerveza,Cerveza Suave Steinburg,12 latas x 330 ml,"3,60 €",
Cerveza,Cerveza Suave Steinburg,Lata 330 ml,"0,30 €",
Cerveza,Cerveza especial Steinburg,12 latas x 330 ml,"4,08 €",
Cerveza,Cerveza especial Steinburg,Lata 330 ml,"0,34 €",
Cerveza,Cerveza Pils Krombacher,6 latas x 330 ml,"3,54 €",
Cerveza,Cerveza Pils Krombacher,Lata 330 ml,"0,59 €",
Cerveza,Cerveza doble malta 1897,6 latas x 330 ml,"3,18 €",
Cerveza,Cerveza doble malta 1897,Lata 330 ml,"0,53 €",
Cerveza,Cerveza Victoria Málaga,6 latas x 330 ml,"4,44 €",
Cerveza,Cerveza Victoria Málaga,Lata 330 ml,"0,74 €",
Cerveza,Cerveza especial Estrella Galicia,10 latas x 330 ml,"7,60 €",
Cerveza,Cerveza especial Estrella Galicia,Lata 330 ml,"0,87 €",
Cerveza,Cerveza tostada 1897,6 latas x 330 ml,"3,00 €",
Cerveza,Cerveza tostada 1897,Lata 330 ml,"0,50 €",
Cerveza,Cerveza especial sin gluten Falke,8 latas x 330 ml,"4,00 €","4,00 €"
Cerveza,Cerveza especial sin gluten Falke,Lata 330 ml,"0,50 €","0,50 €"
Cerveza,Cerveza Clásica Steinburg,6 botellas x 1 L,"5,40 €",
Cerveza,Cerveza Clásica Steinburg,Botella 1 L,"0,90 €",
Cerveza,Cerveza Clásica Steinburg,12 botellines x 250 ml,"3,96 €",
Cerveza,Cerveza Clásica Steinburg,Botellín 250 ml,"0,33 €",
Cerveza,Cerveza reserva 1925 Alhambra,6 botellines x 330 ml,"7,92 €",
Cerveza,Cerveza reserva 1925 Alhambra,Botellín 330 ml,"1,49 €",
Cerveza,Cerveza clásica Mahou,6 botellas x 1 L,"10,62 €",
Cerveza,Cerveza clásica Mahou,Botella 1 L,"1,77 €",
Cerveza,Cerveza clásica Mahou,12 botellines x 250 ml,"6,00 €",
Cerveza,Cerveza clásica Mahou,Botellín 250 ml,"0,59 €",
Cerveza,Cerveza especial Mahou,12 botellines x 250 ml,"6,84 €","6,84 €"
Cerveza,Cerveza especial Mahou,Botellín 250 ml,"0,69 €",
Cerveza,Cerveza Heineken,6 botellines x 250 ml,"3,72 €",
Cerveza,Cerveza Heineken,Botellín 250 ml,"0,70 €",
Cerveza,Cerveza El Águila sin filtrar,6 botellines x 330 ml,"5,94 €",
Cerveza,Cerveza El Águila sin filtrar,Botellín 330 ml,"0,99 €",
Cerveza,Cerveza especial Estrella Galicia,12 botellines x 250 ml,"7,92 €",
Cerveza,Cerveza especial Estrella Galicia,Botellín 250 ml,"0,67 €",
Cerveza,Cerveza extra 1906 reserva especial,6 botellines x 330 ml,"7,32 €",
Cerveza,Cerveza extra 1906 reserva especial,Botellín 330 ml,"1,22 €",
Cerveza,Cerveza especial 18/70 La Rubia,6 botellines x 250 ml,"4,74 €",
Cerveza,Cerveza especial 18/70 La Rubia,Botellín 250 ml,"0,89 €",
Cerveza,Cerveza de trigo Paulaner,6 botellines x 330 ml,"7,38 €",
Cerveza,Cerveza de trigo Paulaner,Botellín 330 ml,"1,29 €",
Cerveza,Cerveza especial Steinburg,12 botellines x 250 ml,"4,68 €",
Cerveza,Cerveza especial Steinburg,Botellín 250 ml,"0,39 €",
Cerveza,Cerveza Corona,6 botellines x 355 ml,"7,92 €",
Cerveza,Cerveza Corona,Botellín 355 ml,"1,50 €",
Cerveza,Cerveza Radler Steinburg con zumo natural de limón,12 latas x 330 ml,"4,92 €",
Cerveza,Cerveza Radler Steinburg con zumo natural de limón,Lata 330 ml,"0,41 €",
Cerveza,Cerveza Radler Steinburg con zumo natural de limón,Botellín 500 ml,"0,58 €",
Cerveza,Bebida cider con gas Wild panther sabor a manzana,12 botellines x 200 ml,"9,00 €",
Cerveza,Bebida cider con gas Wild panther sabor manzana,Botellín 200 ml,"0,75 €",
Cerveza,Cerveza Shandy Steinburg sabor limón,12 latas x 330 ml,"3,96 €",
Cerveza,Cerveza Shandy Steinburg sabor limón,Lata 330 ml,"0,33 €",
Cerveza,Cerveza con aguardiente de agave Desperados,6 botellines x 250 ml,"6,00 €",
Cerveza,Cerveza con aguardiente de agave Desperados,Botellín 250 ml,"1,03 €",
Cerveza,"Cerveza Radler Falke 0,0% sin alcohol",8 latas x 330 ml,"3,60 €",
Cerveza,"Cerveza Radler Falke 0,0% sin alcohol",Lata 330 ml,"0,45 €",
Cerveza sin alcohol,Cerveza sin alcohol Falke,6 botellines x 250 ml,"2,10 €",
Cerveza sin alcohol,Cerveza sin alcohol Falke,Botellín 250 ml,"0,35 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",6 botellines x 250 ml,"2,10 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",Botellín 250 ml,"0,35 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou",6 botellines x 330 ml,"6,90 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Mahou",Botellín 330 ml,"1,15 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",6 botellines x 250 ml,"3,00 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",Botellín 250 ml,"0,50 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol El Águila sin filtrar",6 botellines x 330 ml,"5,10 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol El Águila sin filtrar",Botellín 330 ml,"0,85 €",
Cerveza sin alcohol,Cerveza sin alcohol Falke,12 latas x 330 ml,"4,20 €",
Cerveza sin alcohol,Cerveza sin alcohol Falke,Lata 330 ml,"0,35 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",12 latas x 330 ml,"4,20 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol Falke",Lata 330 ml,"0,35 €",
Cerveza sin alcohol,Cerveza sin alcohol Mahou,12 latas x 330 ml,"8,28 €",
Cerveza sin alcohol,Cerveza sin alcohol Mahou,Lata 330 ml,"0,70 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",12 latas x 330 ml,"5,52 €",
Cerveza sin alcohol,"Cerveza 0,0% sin alcohol tostada Falke",Lata 330 ml,"0,46 €",
Cerveza sin alcohol,"Cerveza sin gluten Mahou 0,0% sin alcohol tostada",8 latas x 330 ml,"6,32 €",
Cerveza sin alcohol,"Cerveza sin gluten Mahou 0,0% sin alcohol tostada",Lata 330 ml,"0,80 €",
Tinto de verano y sangría,Sangría Casón Histórico,"Botella 1,5 L","1,60 €",
Tinto de verano y sangría,Tinto de verano zero limón Casón Histórico,"Botella 1,5 L","1,15 €",
Tinto de verano y sangría,"Tinto de verano 0,0% sin alcohol limón Don Simón","Botella 1,5 L","1,55 €",
Tinto de verano y sangría,Tinto de verano limón Don Simón,"Botella 1,5 L","1,85 €",
Tinto de verano y sangría,Tinto de verano limón Casón Histórico,"Botella 1,5 L","1,20 €",
Tinto de verano y sangría,Tinto de verano classic Casón Histórico,"Botella 1,5 L","1,20 €",
Tinto de verano y sangría,Tinto de verano sabor limón La Casera,"2 botellas x 1,5 L","3,44 €",
Tinto de verano y sangría,Tinto de verano sabor limón La Casera,"Botella 1,5 L","2,30 €",
Vino tinto,Vino tinto Casón Histórico,Brick 1 L,"1,05 €",
Vino tinto,Vino tinto Don Simón,Brick 1 L,"1,60 €",
Vino tinto,Vino tinto tempranillo Elegido,Botella 1 L,"2,00 €",
Vino tinto,Vino tinto Dominio de Borgia,Botella 2 L,"2,50 €",
Vino tinto,Vino tinto Hacienda Zargón,Garrafa 5 L,"5,30 €",
Vino tinto,Vino tinto D.O Rioja El Coto crianza,Botella 750 ml,"6,30 €",
Vino tinto,Vino tinto D.O Rioja Comportillo cosecha,Botella 750 ml,"2,30 €",
Vino tinto,Vino tinto D.O Rioja Cune crianza,Botella 750 ml,"6,95 €",
Vino tinto,Vino tinto D.O Rioja Comportillo crianza,Botella 750 ml,"3,00 €",
Vino tinto,Vino tinto D.O Rioja Comportillo reserva,Botella 750 ml,"4,20 €",
Vino tinto,Vino tinto D.O Rioja Coto de Imaz reserva,Botella 750 ml,"8,60 €",
Vino tinto,Vino tinto D.O La Mancha Fidencio,Botella 750 ml,"1,25 €",
Vino tinto,Vino tinto D.O Valdepeñas Viña Albali crianza,Botella 750 ml,"2,95 €",
Vino tinto,Vino tinto D.O Valdepeñas Pata Negra reserva,Botella 750 ml,"2,75 €",
Vino tinto,Vino tinto D.O Valdepeñas Señorío de los Llanos crianza,Botella 750 ml,"1,95 €",
Vino tinto,Vino tinto D.O La Mancha Fidencio crianza,Botella 750 ml,"1,65 €",
Vino tinto,Vino tinto D.O Ribera del Duero Abadía Mantrús crianza,Botella 750 ml,"4,50 €",
Vino tinto,Vino tinto D.O Ribera del Duero Abadía Mantrús reserva,Botella 750 ml,"6,00 €",
Vino tinto,Vino tinto D.O Ribera del Duero Atardecer roble,Botella 750 ml,"4,10 €",
Vino tinto,Vino tinto D.O Campo de Borja Borsao barrica,Botella 750 ml,"2,25 €",
Vino tinto,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato frizzante,Botella 750 ml,"3,90 €",
Vino tinto,Vino tinto tempranillo Fin del Río Fariña,Botella 1 L,"2,30 €",
Vino tinto,Vino tinto sin sulfitos añadidos Davida D.O. Navarra,Botella 750 ml,"3,90 €",
Vino tinto,Vino tinto Merlot Mar de Uvas,Botella 750 ml,"2,25 €",
Vino tinto,Vino tinto Syrah Mar de Uvas,Botella 750 ml,"2,25 €",
Vino tinto,Vino tinto Caperucita tinta Torre Oria suave,Botella 750 ml,"1,85 €",
Vino tinto,Vino tinto Bobal Para Pecar,Botella 750 ml,"2,90 €",
Vino tinto,Vino tinto D.O Utiel-Requena Torre Oria crianza,Botella 750 ml,"2,00 €",
Vino tinto,Vino tinto D.O Dama de Toro Fariña roble,Botella 750 ml,"3,00 €",
Vino tinto,Vino tinto D.O Campo de Borja Borsao Colección de parcelas,Botella 750 ml,"3,25 €",
Vino tinto,Vino tinto D.O Dama de Toro Fariña,Botella 750 ml,"3,00 €",
Vino blanco,Vino blanco Casón Histórico,Brick 1 L,"0,90 €",
Vino blanco,Vino blanco Don Simón chardonnay airén,3 mini bricks x 250 ml,"1,60 €",
Vino blanco,Bebida aromatizada a base de vino para cocinar Abuela Carola,Botella 750 ml,"2,35 €",
Vino blanco,Vino blanco Don Simón,Brick 1 L,"1,60 €",
Vino blanco,Vino blanco airén verdejo Elegido,Botella 1 L,"2,00 €",
Vino blanco,Vino blanco Marina Alta D.O Alicante,Botella 750 ml,"4,95 €",
Vino blanco,Vino blanco D.O La Mancha Fidencio,Botella 750 ml,"1,40 €",
Vino blanco,Vino blanco Chardonnay Indómito,Botella 750 ml,"2,30 €",
Vino blanco,Vino blanco D.O Rioja El Coto,Botella 750 ml,"4,15 €",
Vino blanco,Vino blanco crianza D.O Valdepeñas Señorío de los Llanos,Botella 750 ml,"1,95 €",
Vino blanco,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Botella 750 ml,"6,00 €",
Vino blanco,Vino blanco D.O Valencia Finca La Malcriada dulce,Botella 750 ml,"2,60 €",
Vino blanco,Vino blanco D.O Rías Baixas albariño Ponte Tamuxe,Botella 750 ml,"7,45 €",
Vino blanco,Vino blanco Godello D.O. Monterrei Mar de Uvas,Botella 750 ml,"6,50 €",
Vino blanco,Vino blanco D.O Somontano Atardecer Chardonnay,Botella 750 ml,"3,50 €",
Vino blanco,Vino verde Loureiro D.O Portugal Castelo de Moinhos,Botella 750 ml,"2,50 €",
Vino blanco,Vino blanco viura y tempranillo D.O Rioja Ponce de Albayda,Botella 750 ml,"4,25 €",
Vino blanco,Vino blanco D.O Ribeiro Treixadura Da Feira,Botella 750 ml,"5,00 €",
Vino blanco,Vino blanco crianza D.O Rioja Capricho de Uva,Botella 750 ml,"7,00 €",
Vino blanco,Vino blanco verdejo D.O Rueda Arribeño,Botella 750 ml,"1,90 €",
Vino blanco,Vino blanco verdejo D.O Rueda Abadía Mantrús,Botella 750 ml,"2,20 €",
Vino blanco,Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,Botella 750 ml,"3,00 €",
Vino blanco,Vino blanco verdejo D.O Rueda Condado de Teón,Botella 750 ml,"3,80 €",
Vino blanco,Vino blanco suave y afrutado El Pescaito,Botella 750 ml,"1,95 €",
Vino blanco,Vino blanco semidulce Diamante D.O Rioja,Botella 750 ml,"4,30 €",
Vino blanco,Vino dulce Pedro Ximénez Real Tesoro D.O Jerez de la frontera,Botella 750 ml,"6,00 €",
Vino blanco,Mistela de moscatel Mig Segle D.O Valencia,Botella 750 ml,"3,60 €",
Vino blanco,Mosto tinto Casón Histórico,"Botella 1,5 L","2,00 €",
Vino blanco,Vino fino Corredera D.O Montilla-Moriles,Botella 750 ml,"2,85 €",
Vino blanco,Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña,Botella 1 L,"1,60 €",
Vino rosado,Vino rosado D.O Navarra Hypatia,Botella 750 ml,"2,10 €",
Vino rosado,Vino rosado D.O La Mancha Fidencio,Botella 750 ml,"1,55 €",
Vino rosado,Vino rosado Dominio de Borgia,Garrafa 2 L,"2,40 €",
Vino rosado,Vino rosado D.O Rioja Arteso Clarete,Botella 750 ml,"3,25 €",
Vino lambrusco y espumoso,Lambrusco dell'Emilia rosado espumoso Piccolo Giovanni,Botella 750 ml,"1,90 €",
Vino lambrusco y espumoso,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato frizzante,Botella 750 ml,"3,90 €",
Vino lambrusco y espumoso,Vino blanco espumoso verdejo DulZ.Ze frizzante,Botella 750 ml,"2,65 €",
Vino lambrusco y espumoso,Vino rosado afrutado espumoso Peñascal,Botella 750 ml,"3,85 €",
Vino lambrusco y espumoso,Vino blanco dulce Moscato espumoso Cueva Peccato,Botella 750 ml,"3,50 €",
Sidra y cava,Sidra asturiana El Mayu,Botella 750 ml,"1,60 €",
Sidra y cava,Sidra asturiana El Mayu,12 botellines x 250 ml,"10,80 €",
Sidra y cava,Sidra asturiana El Mayu,Botellín 250 ml,"0,90 €",
Sidra y cava,Sidra El Gaitero,Botella 750 ml,"2,45 €","2,45 €"
Sidra y cava,Sidra natural Polían,Botella 700 ml,"1,95 €",
Sidra y cava,Bebida zumo de manzana El Lagar sin alcohol,Botella 750 ml,"2,40 €",
Sidra y cava,Cava brut Cabré & Sabaté,Botella 750 ml,"2,95 €",
Sidra y cava,Cava brut Cabré & Sabaté,Benjamín 200 ml,"1,65 €",
Sidra y cava,Cava brut Señorío De Requena,Botella 750 ml,"3,30 €",
Sidra y cava,Cava brut Anna Codorníu,Botella 750 ml,"9,35 €",
Sidra y cava,Cava brut nature reserva vintage Cabré & Sabaté,Botella 750 ml,"4,45 €",
Sidra y cava,Cava brut Freixenet,Botella 750 ml,"6,95 €",
Sidra y cava,Cava semi seco Cabré & Sabaté,Botella 750 ml,"2,95 €",
Sidra y cava,Cava semi seco Freixenet,Botella 750 ml,"6,95 €",
Sidra y cava,Cava semi seco Señorío De Requena,Botella 750 ml,"3,30 €",
Licores,Vermouth rojo Maronti reserva,Botella 1 L,"2,70 €",
Licores,Vermouth blanco Maronti,Botella 1 L,"2,70 €",
Licores,Vermouth blanco Martini,Botella 1 L,"10,70 €",
